AgeGroup,Gender,ActionCount,ActionSequence,GradedScore,ResponseTime,LiteracyScore,NumeracyScore,Country
25-29,Female,15,0.35269332427691913,7,247735,304.33414,306.13244,UK
45-49,Female,6,0.0004843649437064275,0,61005,214.09249,198.87466,UK
50-54,Male,20,0.25609252167690677,1,354568,301.99262,313.41015,UK
40-44,Female,5,0.09324875402078982,0,29413,223.96192,111.23878,US
30-34,Female,14,0.5810399312189731,1,125548,314.33543,288.57143,UK
60-65,Female,3,0.13615420732002986,7,62594,154.79286,220.73456,UK
40-44,Female,49,0.6767340421649715,1,172141,266.08433,241.47224,UK
35-39,Female,20,0.5376407900226848,7,166087,160.83334,192.25251,US
60-65,Female,23,0.7074451014317504,1,182230,285.29055,298.34866,UK
60-65,Female,30,0.8526796081307708,7,634976,276.93552,273.77659,UK
60-65,Female,12,0.20598020074511908,1,160112,326.50765,289.46716,UK
60-65,Female,19,0.35144543412625906,7,185008,277.63428,169.17994,UK
30-34,Male,33,0.5742349000362205,1,39921,265.03853,221.26928,UK
30-34,Female,20,0.4605852852140138,0,80297,341.22918,247.68597,US
20-24,Female,18,0.3192906850876193,1,231294,314.82183,309.25011,US
45-49,Female,20,0.22845330070765119,7,234174,251.63573,283.32533,UK
40-44,Female,30,0.46391263373642416,0,190196,266.87702,258.93681,US
45-49,Female,22,0.5188739861420533,7,116209,331.32798,324.89777,UK
45-49,Male,4,0.1577858890279116,7,4746,212.32867,215.15762,UK
60-65,Female,20,0.05964219042343903,7,100055,241.58866,269.18537,UK
16-19,Female,20,0.24993026774362972,0,176358,228.56097,228.46098,US
20-24,Female,4,0.030664307064381585,7,26202,235.60592,244.0459,UK
35-39,Male,25,0.39929867957883197,0,122023,275.42036,240.35726,US
25-29,Female,3,0.6172777735560229,7,120868,241.09979,216.95436,UK
50-54,Female,20,0.42600039863858524,7,196217,229.53611,239.41798,UK
20-24,Female,5,0.1566152585377738,0,17140,235.68082,241.93147,US
55-59,Male,42,0.8482045513480299,0,163032,322.41045,193.22948,US
60-65,Female,34,0.945521640701419,7,258725,228.13196,281.86225,UK
45-49,Male,22,0.415440140636944,0,162675,256.44221,223.31605,US
20-24,Female,19,0.4032911029628348,7,167675,264.65862,206.94659,UK
30-34,Male,26,0.5772738266709738,1,239364,319.21717,247.68423,US
30-34,Female,28,0.761937357990021,1,223917,313.41403,291.94717,US
30-34,Female,15,0.2657954997942589,7,125129,256.35931,221.92105,US
60-65,Male,15,0.6911843308737972,7,288907,213.23378,267.6199,UK
16-19,Female,3,0.06415239560243664,7,120883,241.56954,247.73536,UK
20-24,Female,26,0.7277168784976158,1,181834,308.8841,262.5685,UK
45-49,Female,33,0.9076381182457844,7,275030,265.54962,302.0697,UK
35-39,Female,37,0.5929974950780225,0,224760,303.96142,283.45069,US
35-39,Female,33,0.4967491371877189,1,340600,329.10667,280.389,US
25-29,Female,5,0.19185842017372184,7,3484,188.97699,221.95994,UK
16-19,Male,28,0.6547503086784764,7,214900,252.81875,302.41791,UK
35-39,Male,16,0.7515799424704664,7,127280,245.5555,231.63855,UK
55-59,Female,8,0.035898306719307424,7,37623,191.09617,220.15425,UK
20-24,Female,28,0.4074884832921617,7,269186,249.04087,192.59532,UK
30-34,Female,36,0.6898641968123715,1,146760,331.89799,282.86985,US
55-59,Female,18,0.22808736493652454,1,171591,286.69662,237.53814,UK
55-59,Female,24,0.5466439311334585,1,199051,246.4926,219.95683,UK
20-24,Female,18,0.17864879458338662,1,137782,327.3352,284.21576,US
25-29,Male,18,0.34115751974731373,0,165902,238.7052,210.54217,US
35-39,Female,24,0.6782497072282196,7,171694,215.90589,184.41249,UK
30-34,Female,34,0.5093314520541686,1,142953,270.36311,273.53964,US
16-19,Male,47,0.9998227035662406,1,238910,333.02521,296.41962,US
40-44,Female,20,0.1790913872187481,7,165129,224.53996,285.58142,UK
35-39,Male,36,0.9061868920873796,0,330755,306.3373,306.43233,US
45-49,Female,20,0.16814383630625307,7,282859,241.90334,248.85062,UK
20-24,Male,25,0.6027250856551669,1,202465,264.2411,258.312,US
40-44,Male,13,0.2541204595107982,7,147874,348.70344,293.56299,UK
40-44,Male,36,0.4349860694311098,0,164902,308.28948,266.99056,US
30-34,Female,20,0.20510135449298378,0,185471,239.47145,187.38606,US
35-39,Male,17,0.4736225108308014,7,55735,194.20079,161.69726,UK
60-65,Female,34,0.6566329187623828,1,243824,367.01089,290.07914,US
35-39,Male,30,0.9166217457042914,1,157786,281.33841,299.03527,US
16-19,Female,39,0.8549576455600829,1,170307,304.79897,326.96749,UK
55-59,Female,6,0.2654136094180917,7,17067,215.83126,228.63789,UK
20-24,Female,22,0.5673299346553985,0,164734,234.14937,201.02697,US
55-59,Female,20,0.5522139650298722,7,257515,278.53357,247.68006,UK
45-49,Female,24,0.5701209139795431,0,191758,287.81843,289.34121,US
55-59,Male,26,0.8204218013127452,1,241451,258.9613,279.13926,US
20-24,Female,22,0.41610818417244794,1,270214,225.88743,221.58417,US
16-19,Male,20,0.30569744006950467,7,139299,353.24601,328.3391,UK
60-65,Male,39,0.9093042404589601,1,303016,322.55643,292.13817,US
60-65,Male,20,0.3151606800647673,7,286956,223.34351,233.64271,UK
50-54,Male,23,0.6268174750926243,1,248964,364.69116,268.5233,UK
45-49,Female,16,0.1544200033777944,0,104782,275.24193,232.58874,US
55-59,Male,51,0.875948230503514,1,55128,240.1534,242.3608,US
45-49,Female,6,0.006394210593816105,7,9423,246.82305,233.06571,UK
35-39,Female,5,0.1867903421154646,7,115783,235.7426,245.81216,UK
45-49,Male,30,0.9395727226737598,7,380892,296.24324,306.99343,UK
35-39,Female,34,0.8438165250173826,1,315497,298.80514,280.44268,US
35-39,Male,20,0.31591374576588765,7,66006,219.90296,220.72717,UK
25-29,Female,39,0.6760961540708881,1,198367,271.22045,228.44946,UK
50-54,Female,4,0.09513449780386504,7,426779,232.60926,221.7467,UK
16-19,Female,20,0.35329946443709803,0,96582,311.9614,240.82424,US
35-39,Female,19,0.2759237589730386,7,216543,221.03227,248.07289,UK
30-34,Male,5,0.07241559986392676,7,37556,218.39669,274.04387,UK
45-49,Female,16,0.5551024659998273,1,261878,314.65939,307.28832,UK
60-65,Female,31,0.8343044471785289,1,142988,351.101,317.14729,UK
20-24,Male,15,0.5548682636954461,7,302681,158.39152,118.80594,UK
25-29,Female,40,0.8660405726974141,1,157057,326.77924,325.78341,US
40-44,Female,12,0.30415651790381104,7,124949,267.68586,154.93335,UK
35-39,Female,20,0.42293833966817324,7,411383,344.65659,328.79379,UK
55-59,Male,22,0.03312220225476252,7,347821,173.22269,207.23827,UK
20-24,Female,27,0.7402658334744383,7,157462,260.87947,245.41943,UK
35-39,Male,35,0.8417211723212972,7,301394,339.08023,269.87748,UK
35-39,Female,18,0.5886092240700133,7,133367,306.52391,244.72443,UK
20-24,Female,5,0.1559557732764526,7,4469,202.50735,198.46104,UK
55-59,Female,33,0.8590615733113065,1,224731,346.36564,355.67647,US
35-39,Female,33,0.8387104622337042,0,167535,305.67791,294.42818,US
35-39,Male,19,0.6057904728372444,0,102298,272.33477,273.48852,US
16-19,Male,38,0.904702558657372,0,184806,193.1544,167.70029,US
25-29,Female,20,0.49501711731771453,1,85196,258.27383,258.94516,US
60-65,Female,32,0.9144575127667544,1,197195,334.64569,283.24179,US
35-39,Female,33,0.8714636427218293,0,167285,240.90895,255.98194,US
30-34,Female,27,0.7297924327083667,1,174786,290.34949,282.69166,US
20-24,Female,19,0.358811667896237,7,184578,239.44739,241.166,UK
40-44,Female,5,0.009162772978720812,7,38535,168.57493,210.08804,UK
40-44,Female,5,0.02493803607911066,7,3484,221.49047,203.94259,UK
60-65,Male,17,0.3621081416307127,7,266026,243.86753,241.29164,UK
25-29,Female,38,0.9398758747427712,0,223989,335.54905,304.67774,US
25-29,Female,26,0.5590143307847241,1,186412,333.88276,265.02929,UK
16-19,Female,29,0.756127069172188,0,138873,276.19506,191.78961,US
60-65,Male,24,0.837475443678403,1,234711,314.64539,293.71029,UK
40-44,Female,42,0.9263758881247963,1,181331,260.47658,290.00603,US
30-34,Female,31,0.8484453292448235,1,279955,317.07806,249.69535,US
20-24,Female,5,0.15164351963895373,7,149400,208.63498,207.49713,UK
16-19,Female,29,0.9042112755469822,7,217020,323.90791,258.98159,UK
40-44,Female,4,0.11557455638051678,7,3484,218.34576,202.76028,UK
30-34,Female,23,0.4166259055976048,0,147883,228.72167,284.52175,US
40-44,Female,28,0.6972451545808669,1,97197,228.79418,205.79289,UK
25-29,Female,19,0.23749708969360783,7,140772,272.54997,224.79672,UK
45-49,Male,19,0.5743311961231998,7,336665,269.47435,135.01732,UK
35-39,Female,40,0.9316465036052379,1,202657,309.40859,287.00721,US
35-39,Female,34,0.6822812850593096,0,190806,278.44424,251.86675,US
20-24,Female,20,0.38786591468348053,1,252851,277.44502,294.82472,UK
35-39,Male,15,0.2415488292145474,7,145161,196.94556,250.8693,UK
25-29,Female,25,0.6080383135493602,1,114439,281.51634,307.36839,UK
20-24,Female,18,0.48592551553581764,7,159517,280.14553,268.60048,UK
30-34,Female,28,0.9320190061233027,7,144062,262.54924,215.02744,UK
55-59,Male,23,0.30100073595431326,0,211398,242.37341,267.40278,US
20-24,Female,19,0.1816376016161113,7,127345,262.45635,270.83103,UK
30-34,Female,22,0.3178910000946163,1,235986,242.64091,239.94685,UK
30-34,Female,22,0.7047467062852117,1,115501,245.23034,227.31544,US
60-65,Female,18,0.7979811662062888,1,327385,276.06939,305.77277,UK
60-65,Male,31,0.6018769171407886,1,247732,313.62992,299.87404,UK
40-44,Male,4,0.045308815044455865,0,45428,226.22693,235.65543,UK
60-65,Male,23,0.6253686745858128,1,50256,198.65258,224.72412,UK
35-39,Female,29,0.844974649130771,1,283037,335.73536,267.56213,US
45-49,Male,26,0.590841652291478,1,389499,328.21854,316.4708,US
30-34,Female,42,0.9998227035662406,0,519973,312.49493,266.32954,US
40-44,Female,13,0.2297825960705187,7,260270,241.98682,216.25726,UK
20-24,Female,5,0.08720691972235264,7,3484,184.07666,231.69213,UK
40-44,Female,3,0.0004843649437064275,7,22435,201.44561,221.89683,UK
50-54,Male,28,0.1485905383265557,1,119009,270.45596,297.95719,UK
50-54,Male,26,0.5580747617635866,1,178778,311.67557,330.6885,US
25-29,Female,30,0.7434251999778914,1,135006,321.18194,281.73069,US
30-34,Female,16,0.5196318203253023,7,225811,207.02532,279.26108,UK
30-34,Female,33,0.865850862307352,1,162732,280.26,302.53385,UK
20-24,Female,27,0.6184331281662108,1,294527,306.44894,315.26582,UK
45-49,Male,27,0.8615209315591793,7,76340,273.03554,317.45599,UK
40-44,Male,19,0.25788865231855584,0,132139,279.01166,303.91787,US
25-29,Female,50,0.6483716344244019,0,120502,304.92211,283.25329,US
60-65,Female,3,0.05316481556973552,7,3484,191.60968,179.06602,UK
35-39,Male,22,0.6987851085354475,1,335207,299.52113,304.55096,UK
55-59,Male,6,0.10605093711841727,7,197579,196.45189,228.39444,UK
60-65,Female,11,0.27803024487635536,0,25786,224.54611,144.64443,US
50-54,Female,14,0.4042606524531094,1,224960,299.05589,228.89653,UK
40-44,Male,24,0.3232711786358578,7,233583,279.63872,216.11766,UK
35-39,Male,21,0.39705921144165124,0,40021,210.44014,220.10601,US
35-39,Female,3,0.0271557897915813,0,3484,175.61788,214.06256,US
45-49,Male,53,0.7235614459374123,0,294056,309.34908,309.01041,US
35-39,Female,21,0.3416651213691925,0,178446,210.06612,214.81686,US
16-19,Female,42,0.9050671644320184,7,262193,257.87758,234.11975,UK
60-65,Male,23,0.5884304784013662,7,294345,211.71806,294.4307,UK
30-34,Female,30,0.7031584555659046,1,164737,280.40706,281.3569,US
60-65,Male,42,0.9459494167974883,1,301885,318.82326,299.96249,US
16-19,Female,30,0.39791710490772,1,127332,304.34514,286.79549,US
35-39,Female,18,0.7042924914487557,1,168746,316.14857,301.82981,UK
45-49,Female,30,0.5988400450939397,0,174428,286.84059,262.45705,US
45-49,Female,18,0.23352074390400174,1,161128,311.29621,306.35132,US
50-54,Female,3,0.07465970306785663,7,61853,216.22006,212.08939,UK
45-49,Female,16,0.3710746356954068,1,368025,288.35025,293.54534,UK
35-39,Female,17,0.33068277565396703,0,92947,244.42124,208.24494,US
35-39,Female,27,0.8853409046091878,1,214772,302.38042,300.75236,UK
40-44,Male,68,0.9998227035662406,0,422965,217.95236,149.50102,US
35-39,Male,4,0.0004843649437064275,7,3484,174.74583,234.79952,UK
45-49,Female,18,0.27682761718739396,1,210485,291.08768,279.37679,US
55-59,Female,28,0.8210948721703252,1,272619,346.58721,290.24549,UK
60-65,Male,15,0.33218059997070315,7,282916,265.066,234.54253,UK
35-39,Female,31,0.7567940365155288,1,126868,302.24368,266.45065,US
20-24,Male,15,0.8549599230685426,7,360809,231.49866,216.147,UK
35-39,Female,21,0.6110850667157739,7,207418,306.12506,252.08936,UK
45-49,Male,26,0.23358993846768775,0,140499,271.21575,314.38073,UK
30-34,Female,4,0.08592089956913555,7,8755,229.59996,222.52121,UK
25-29,Female,18,0.5156639375920187,1,226294,291.24554,315.16146,UK
40-44,Female,20,0.2948525198090042,1,94299,224.75105,224.46382,UK
55-59,Female,24,0.6070682833987536,1,153828,332.75105,256.519,UK
30-34,Male,16,0.5701191776836849,7,179744,257.46185,257.61189,UK
40-44,Female,35,0.4519399637831873,0,235379,236.37342,283.21404,US
55-59,Female,29,0.2953170084313482,7,413142,309.83988,280.41206,UK
60-65,Female,23,0.5779834330706319,1,207385,242.05954,267.42446,UK
40-44,Male,32,0.9400738087273567,0,231114,342.78679,356.86838,US
25-29,Female,32,0.7161613958860881,1,147508,204.02692,190.24007,UK
55-59,Male,3,0.0004843649437064275,7,3484,235.06116,193.8554,UK
30-34,Female,24,0.8439123654276306,1,155581,345.53219,281.89328,US
30-34,Female,19,0.19440746025381522,7,185957,221.87184,194.52551,UK
30-34,Male,37,0.6543876960121782,1,256253,269.16704,298.27688,UK
50-54,Male,6,0.00516719942237899,7,124964,185.68955,252.52988,UK
25-29,Female,28,0.681607557120519,1,356568,325.01304,242.56778,UK
20-24,Male,18,0.7005654544302268,0,115301,318.98349,344.05103,US
40-44,Male,27,0.7435216673865632,0,194544,362.04056,261.45377,US
45-49,Male,21,0.2478186673252096,7,146611,214.95706,209.34867,UK
25-29,Female,20,0.7115962141205796,0,165896,272.68891,241.94001,US
50-54,Female,3,0.0004843649437064275,0,25417,256.63127,255.03704,UK
40-44,Female,28,0.6026057306294688,1,168386,241.23297,300.22393,UK
60-65,Male,25,0.6178561113394663,0,152709,313.85415,325.24555,US
40-44,Female,51,0.9218455722677447,1,138546,340.12954,277.17735,US
50-54,Male,74,0.8946129092753817,7,244746,276.62948,267.56578,UK
35-39,Female,14,0.645161871522616,1,170278,313.27161,273.58011,US
40-44,Female,22,0.5258407124449254,7,152688,241.46048,253.2658,UK
16-19,Male,19,0.7973217374343262,1,136739,239.26639,293.06743,US
40-44,Female,41,0.9315478536222579,1,478203,321.37881,309.66605,UK
20-24,Male,17,0.4356150177901712,0,113991,296.21324,273.4778,US
55-59,Female,26,0.5954697742610598,0,316490,283.29902,276.61328,US
20-24,Female,17,0.8156634806628846,7,168159,302.93134,209.51733,UK
60-65,Female,48,0.6402702902403148,1,383241,337.44375,308.767,US
25-29,Male,41,0.9087558547511488,1,304832,364.80544,260.70856,US
16-19,Female,23,0.7068351946429827,1,155646,299.60385,246.48791,UK
45-49,Male,19,0.4037549939361054,7,152058,225.3226,241.73913,UK
35-39,Male,16,0.27639818304590225,0,159449,287.90241,296.44622,US
50-54,Male,21,0.48363114152134185,0,192691,214.97718,255.82903,US
45-49,Female,25,0.33551437782708077,7,132519,351.18079,263.37805,UK
16-19,Male,29,0.5002264317858582,0,274350,233.51718,237.47604,US
40-44,Female,14,0.18080563362238777,7,302484,276.76277,270.40578,UK
60-65,Female,26,0.6178271002679887,1,289523,301.00135,315.63411,US
60-65,Male,3,0.18264075222866308,7,47612,218.07286,199.21799,UK
25-29,Female,29,0.5273891776492544,1,167598,359.37291,301.23267,US
16-19,Male,6,0.05352235585425459,7,188615,206.70523,225.01182,UK
40-44,Male,16,0.19682709982023003,7,233981,258.63707,304.16169,UK
50-54,Female,4,0.13868464775909323,7,45852,222.55477,238.90528,UK
60-65,Female,26,0.1610307991898935,7,106298,218.56337,198.81541,UK
45-49,Female,21,0.32032603415826794,1,136345,268.46355,303.63805,US
16-19,Female,24,0.45912846681443864,7,112100,285.3937,298.87688,UK
30-34,Female,18,0.6228568456640855,1,107510,277.13096,263.43694,UK
30-34,Female,21,0.11833856967237469,7,83997,238.53976,214.53546,UK
40-44,Female,32,0.9277386738648505,1,331670,293.57672,286.94621,UK
20-24,Female,19,0.1936206239650928,7,212602,218.5465,221.68243,UK
40-44,Female,18,0.3655458612793358,7,260235,241.87029,211.97018,UK
60-65,Female,19,0.5607330156292754,1,364838,300.89218,294.8925,US
35-39,Female,32,0.6456804546917284,1,106818,308.08842,236.23488,US
45-49,Male,16,0.19806063069862234,0,194042,337.43607,298.6215,US
30-34,Female,23,0.6555341675517901,1,195865,292.59423,302.88234,UK
55-59,Female,23,0.6806366530423187,7,260549,262.10818,215.15639,UK
25-29,Female,41,0.932950294533787,1,222539,372.38448,281.17796,UK
30-34,Female,35,0.838700174879508,1,247085,322.99672,309.76519,US
35-39,Male,19,0.3073549273191547,0,92163,279.42068,281.16584,US
45-49,Male,6,0.0249561038269209,0,3484,130.5533,198.22374,US
50-54,Female,14,0.22038285221368717,7,223828,270.71532,242.85848,UK
55-59,Female,27,0.7033909247644042,1,231465,304.40413,259.96229,UK
35-39,Female,24,0.4794358488900695,1,190887,328.99022,249.56028,US
60-65,Male,6,0.14118121740413606,7,56383,240.4625,235.97927,UK
40-44,Male,23,0.6872062091350469,1,235960,361.85728,309.50007,UK
50-54,Male,19,0.37226765385216354,0,193290,325.45784,347.07068,US
35-39,Male,5,0.09031086571483894,7,65803,224.59266,182.58817,UK
45-49,Male,26,0.8836993723732869,7,361474,249.86895,248.33356,UK
45-49,Female,15,0.34213686415408745,0,184156,298.0239,273.67354,US
30-34,Female,29,0.6988863229449359,1,351706,273.51309,237.03861,US
35-39,Female,26,0.9271653324794789,1,238501,265.19739,302.0384,UK
55-59,Female,7,0.0004843649437064275,0,8283,232.03856,218.65703,US
30-34,Female,17,0.6701340479743564,1,120847,314.5156,309.30979,UK
16-19,Male,30,0.8926050851949558,0,225780,273.03759,268.93206,US
55-59,Female,16,0.42833757114339643,0,198678,228.2282,177.37557,UK
35-39,Female,25,0.8268083745240745,1,208228,366.76511,316.04506,US
20-24,Female,19,0.37693644537722604,7,69161,223.95707,236.64908,UK
50-54,Female,20,0.3121759211336641,0,196450,241.41082,254.48858,US
20-24,Female,36,0.9942009277325539,0,272024,327.78817,297.41365,US
60-65,Male,35,0.677746206276856,0,181956,332.15993,281.29369,US
25-29,Female,34,0.8602592303507484,1,166630,289.25037,250.60384,US
20-24,Female,38,0.8134882316402985,0,315449,341.6374,236.76112,US
50-54,Male,5,0.7350000865815053,7,167130,205.70831,253.99954,UK
60-65,Female,18,0.5378038661903315,1,101780,293.90768,292.63202,UK
35-39,Male,25,0.5607499701952989,1,214768,325.70511,321.73447,US
35-39,Female,26,0.6733098103300118,7,97876,244.21828,236.97024,UK
30-34,Female,20,0.5260234063629329,1,158917,321.327,279.75961,UK
20-24,Female,4,0.08729193849035187,7,158940,249.24893,210.68552,UK
45-49,Male,21,0.30719254597446105,0,357992,313.90356,296.24559,US
45-49,Female,39,0.9346679462999474,1,445030,339.3844,305.88932,UK
30-34,Female,20,0.35557900507346263,1,133961,260.30084,301.52855,UK
20-24,Male,19,0.9895815307533488,7,201050,205.85614,218.61208,UK
40-44,Female,18,0.4511013358340058,1,167333,380.20278,279.3674,UK
20-24,Female,33,0.5702706362440818,0,279602,278.02349,278.31409,US
20-24,Female,20,0.0875146729315609,0,122969,252.35161,227.46633,US
20-24,Male,26,0.45837855081575385,1,131912,345.70726,313.25759,US
40-44,Male,19,0.2932348166091556,0,100027,279.00554,282.40594,US
35-39,Female,22,0.8368773321382017,1,163321,254.60584,246.59231,UK
16-19,Female,16,0.2455383337498071,0,117652,291.35837,243.02466,US
35-39,Female,3,0.15354488830478769,7,137248,181.67837,163.8593,UK
45-49,Female,34,0.4176715102637868,7,74627,176.3802,246.03972,UK
50-54,Male,36,0.8997797565228128,0,505220,337.5578,299.3132,US
45-49,Male,25,0.1924470181972567,7,252365,198.47595,204.9552,UK
40-44,Female,37,0.7691120049229782,1,284399,275.36412,267.97259,UK
25-29,Female,39,0.9831381895168586,7,384045,302.96015,277.12718,UK
40-44,Female,25,0.8141180976656935,7,323088,192.05227,164.77478,UK
16-19,Male,20,0.4008724643646629,0,99773,237.86017,269.6269,US
25-29,Female,17,0.15255629411371227,7,79491,240.4695,225.93062,US
55-59,Female,26,0.6782033853498917,1,163400,262.32237,289.77804,UK
50-54,Female,17,0.4672600854460376,7,251711,232.83475,236.00009,UK
35-39,Female,17,0.5851504475337055,1,147306,283.50746,246.91133,US
60-65,Male,17,0.7667736381275045,7,860554,271.44134,244.15881,UK
45-49,Male,29,0.8523100332869469,7,159983,289.49109,289.47204,UK
30-34,Male,21,0.7392609790244177,1,193796,274.65432,264.0934,US
45-49,Female,6,0.02255849540867222,0,23741,153.20555,160.26608,US
50-54,Male,26,0.5670974864396012,0,330765,276.46544,319.94091,US
55-59,Female,35,0.811786177561105,1,203401,198.52463,275.60712,US
16-19,Female,37,0.5300515058722982,1,185412,285.78776,258.76355,UK
35-39,Male,19,0.4062957167986947,7,340316,243.8142,215.6174,UK
20-24,Female,20,0.5694506345871754,7,103547,187.90038,173.46241,UK
45-49,Female,22,0.19699164684057358,7,42744,174.19094,176.73989,UK
16-19,Female,21,0.24746926083484339,7,81028,250.15582,228.42807,UK
55-59,Female,31,0.8663229492606844,1,180279,321.93296,326.44972,US
40-44,Male,23,0.38756260768969586,0,150031,204.77162,263.2819,US
35-39,Male,22,0.4403791720298541,7,211525,260.20406,212.27828,UK
16-19,Female,5,0.1743859024305981,7,86908,176.21065,207.87946,UK
30-34,Female,14,0.8741975779799076,7,164583,218.40515,233.07479,UK
45-49,Female,19,0.1259881155882383,7,155443,275.98078,257.99714,UK
35-39,Male,3,0.0004843649437064275,0,16195,207.32921,257.76046,US
40-44,Male,18,0.2451113829626672,7,192862,232.71753,253.422,UK
60-65,Female,18,0.33482192546542416,1,150644,315.19279,289.90218,US
16-19,Female,27,0.7498623873445449,7,123232,248.22551,265.43324,UK
40-44,Female,20,0.7980339950094031,0,153121,272.85296,216.33436,US
55-59,Female,21,0.793902756647568,1,166462,332.31444,298.60246,UK
25-29,Female,27,0.741087593434771,1,232878,305.01493,262.79456,UK
45-49,Male,20,0.4312836275664983,7,134358,314.69307,341.61016,UK
50-54,Male,30,0.8637367334168707,1,387244,281.23527,298.92629,UK
20-24,Male,36,0.8770379054688362,1,214358,338.77795,331.97055,US
35-39,Male,29,0.47322845161924365,0,219714,272.86975,282.35185,US
20-24,Female,4,0.0004843649437064275,0,3484,225.81421,184.30074,US
20-24,Female,16,0.5320469780132573,7,138567,295.69202,300.4451,UK
45-49,Female,21,0.5049500254658613,0,165935,271.04534,257.67767,US
30-34,Female,20,0.5622157497835376,1,173607,347.11163,293.29236,US
55-59,Female,30,0.851938912763729,1,202419,308.65879,298.1049,US
40-44,Male,16,0.6124071725672344,7,233757,295.96008,302.73878,UK
45-49,Male,19,0.16652012446840983,7,196621,263.44964,284.44112,UK
45-49,Male,20,0.41485675708351255,0,254480,299.01182,346.57025,US
60-65,Male,40,0.9499522125825683,1,551470,263.00495,298.36204,UK
60-65,Male,19,0.34263606529224555,0,286519,310.23004,327.26579,US
20-24,Male,3,0.1881528281521523,7,157072,255.81558,201.32031,UK
45-49,Female,23,0.5693424219713005,7,434135,318.6234,286.53609,US
16-19,Female,40,0.15135526675714578,7,148564,285.28282,248.64377,UK
35-39,Male,29,0.15374437735012492,0,310851,242.48218,217.34874,US
30-34,Female,26,0.7386867663896427,1,174844,279.6405,318.45677,UK
35-39,Male,28,0.9220397193993594,7,309330,256.02373,218.49715,UK
25-29,Male,19,0.5433892394585523,7,158007,234.3218,176.03658,UK
50-54,Male,14,0.37752292825879097,7,220832,239.846,251.33728,UK
50-54,Male,31,0.637269412075527,1,232145,279.20343,318.44869,US
35-39,Male,15,0.23273553548901552,0,194138,325.15183,286.68013,US
20-24,Male,25,0.3360166981715458,1,183842,304.40687,243.37607,UK
16-19,Female,29,0.13225868994254014,7,132051,245.64295,247.37617,UK
20-24,Female,21,0.7458659902517533,7,147108,226.91451,226.4402,UK
45-49,Female,32,0.695584719023438,1,149712,343.99013,262.13963,US
60-65,Male,14,0.1916911303939466,1,186110,328.93526,363.72501,US
30-34,Female,17,0.7848018734478024,7,107011,248.87624,234.31448,UK
60-65,Female,3,0.0942031112218291,7,167571,196.79688,208.42136,UK
50-54,Female,5,0.0004843649437064275,0,153446,279.88665,201.03057,US
40-44,Female,43,0.7698699976547287,1,156282,264.78284,269.22781,US
20-24,Male,42,0.8394990153428905,0,213796,361.8798,280.3254,US
55-59,Female,15,0.651900328186363,7,192626,312.90174,284.36858,UK
55-59,Female,6,0.021387731945229457,7,3484,222.56668,206.18564,UK
55-59,Female,41,0.9952150508836405,1,334212,326.89775,304.54112,US
30-34,Female,35,0.8486259168113314,1,256603,328.09507,246.12157,US
35-39,Female,16,0.48629277676844346,0,110178,343.58579,293.51286,US
30-34,Female,34,0.7056391899576653,1,189847,279.65385,351.26935,UK
16-19,Male,31,0.3820064875176799,0,87799,313.72807,218.33371,US
55-59,Female,30,0.8978539921572846,1,281241,325.20661,289.44385,US
20-24,Male,18,0.5552276465917046,0,114481,251.14584,269.83434,US
40-44,Male,22,0.31166860695956206,1,180855,290.09348,289.06266,US
35-39,Female,60,0.9349776208873665,1,389867,314.64693,195.32017,UK
40-44,Male,30,0.7783682621069201,1,212264,314.92724,280.70349,US
40-44,Male,5,0.0004843649437064275,7,21928,219.00372,217.32535,UK
50-54,Male,4,0.132188204178751,0,39482,143.85276,250.11863,US
35-39,Female,29,0.31541465118027745,0,130974,288.84606,254.2857,US
30-34,Female,23,0.4644252552057156,0,156279,279.05168,229.43404,US
20-24,Female,21,0.27250964056472105,0,75465,251.47301,249.38661,US
16-19,Male,35,0.8889891161542174,0,120613,313.12014,227.67703,US
55-59,Female,6,0.5171502728890718,7,212590,268.31201,209.08664,UK
16-19,Male,27,0.6073159255437635,0,73908,234.7084,259.12665,US
16-19,Male,21,0.5034947314667271,0,164595,235.11634,223.92665,US
20-24,Female,15,0.3778196293881215,7,216932,249.44777,241.37502,UK
35-39,Female,18,0.6672175529900224,0,132449,198.31627,157.8322,US
60-65,Female,15,0.37406288526161324,7,252721,237.36532,187.60916,US
40-44,Male,27,0.5755372565739422,7,197209,288.29762,318.33753,UK
50-54,Male,17,0.4665096870836658,0,155380,222.30743,193.7357,UK
25-29,Male,36,0.5968336044089814,1,258128,230.68324,252.46022,UK
50-54,Male,5,0.1263278000511519,7,11919,228.64147,186.93205,UK
25-29,Female,18,0.39986191063202725,7,289704,197.946,219.09717,UK
16-19,Female,21,0.23043438777831063,0,131825,248.34261,235.87581,US
35-39,Female,23,0.3521977612433674,0,132176,290.67996,296.58174,US
40-44,Female,3,0.1303202217246248,7,89155,229.84413,224.91837,UK
45-49,Male,22,0.30918068609662597,7,335465,305.99188,300.15113,UK
16-19,Female,21,0.3120576748524837,0,182596,315.2761,303.13959,US
40-44,Female,6,0.10654537445923754,1,224323,148.43527,180.73242,UK
30-34,Female,35,0.6848067482054065,0,109036,325.93226,277.86407,US
60-65,Male,24,0.6177203668542137,1,215240,310.62936,277.34458,US
